code,title,intro,includes,alsoIncludes,excludes
09.3,Garden products and pets,,,,
09.3.1,"Garden products, plants and flowers (ND)",,"* soil, peat, composts and fertilizers
* insecticides, pesticides, herbicides and fungicides four outdoor and garden use
* lawn turf, specially treated soils for ornamental gardens and horticultural preparations
* pots and pot holders
* decorative garden materials
* indoor plants, natural and artificial
* outdoor plants
* seeds, bulbs and tubers for planting
* shrubs
* indoor flowers, natural and artificial, whether arranged in a vase or not
* outdoor flowers
* flower seeds and bulbs
* natural and artificial flowers and wreaths for decoration of burial places
* cut flowers
* flower and plant delivery charges, if not priced separately",,"* gardening services (04.4.4.9, 05.6.2.1)
* motorized gardening equipment (05.5.1.0)
* non-motorized gardening tools (05.5.2.1)
* insecticides, pesticide and fungicides for household use; gardening gloves (05.6.1.9)
* flower and plant delivery charges, if priced separately (07.4.9.2)
* Christmas trees (09.2.1.3)"
09.3.1.1,Garden products (ND),,"* soil, peat and fertilizers, pesticides, composts
* lawn turf, specially treated soils for ornamental gardens and horticultural preparations
* pots and pot holders
* decorative garden materials",,"* gardening services (04.4.4.9, 05.6.2.1)
* motorized gardening equipment (05.5.1.0)
* non-motorized gardening tools (05.5.2.1)
* insecticides, pesticides and fungicides for household use; gardening gloves (05.6.1.9)"
09.3.1.2,"Plants, seeds and flowers (ND)",,"* indoor plants, natural and artificial
* outdoor plants
* seeds, bulbs and tubers for planting
* shrubs
* indoor flowers, natural and artificial, whether in a vase or not
* outdoor flowers
* flower seeds and bulbs
* natural and artificial flowers and wreaths for decoration of burial places
* cut flowers",,"* flower and plant delivery charges, if separately priced (07.4.9.2)
* Christmas trees (09.2.1.3)
* soil, peat, composts and fertilizers (09.3.1.1)"
09.3.2,Pets and pet products (D),,"* pets, pet foods, pet veterinary and grooming products, collars, leashes, kennels, birdcages, fish tanks, cat litter","* feed and veterinary products for animals used for transportation, own consumption or recreation","* horses, ponies, camels and dromedaries used for transport (07.1.4.0)
* horses, ponies, camels and dromedaries used for recreation (09.1.2.4)
* veterinary and other services for pets and other household animals (09.4.5.0)"
09.3.2.1,Pets (D),,* purchase of pets,,"* horses, ponies, camels and dromedaries used for transport (07.1.4.0)
* horses, ponies, camels and dromedaries used for recreation (09.1.2.4)"
09.3.2.2,Products for pets and other household animals (ND),,"* pet foods, pet veterinary and grooming products, collars, leashes, kennels, birdcages, fish tanks, cat litter","* feed and veterinary products for animals used for transportation, own consumption or recreation",* veterinary and other services for pets and other household animals (09.4.5.0)
09.4,Recreational services,,,,
09.4.1,Hire and repair of photographic and cinematographic equipment and optical instruments (S),The cost of materials is included only if the materials are not priced separately.,"* hire of photographic and cinematographic equipment and optical instruments
* repair of photographic and cinematographic equipment and optical instruments",,* separate purchases of materials made by households with the intention of undertaking maintenance and repair themselves (09.1.1)
09.4.1.0,Hire and repair of photographic and cinematographic equipment and optical instruments (S),The cost of materials is included only if the materials are not priced separately.,"* hire of photographic and cinematographic equipment and optical instruments
* repair of photographic and cinematographic equipment and optical instruments",,* separate purchases of materials made by households with the intention of undertaking maintenance and repair themselves (09.1.1)
09.4.2,"Hire, maintenance and repair of major recreational durables (S)",The cost of materials is included only if the materials are not priced separately.,"* maintenance and repair of major recreational durables, as listed under 09.1.2
* winter lay-up of boats, yachts, camper vans, caravans, etc.; hangar services for private planes; and marina services for boats
* hire of major recreational durables, as listed under 09.1.2",,"* fuel and lubricants for recreational vehicles (07.2.2)
* hire of equipment for transport (07.2.4.4)
* materials purchased by households with the intention of undertaking maintenance or repair themselves (09.1.2.1)"
09.4.2.1,"Hire, maintenance and repair of camper vans and caravans (S)",The cost of materials is included only if the materials are not priced separately.,"* hire of camper vans and caravans
* maintenance and repair of camper vans and caravans
* winter lay-up of camper vans and caravans",,"* fuel and lubricants for recreational vehicles (07.2.2)
* materials purchased by households with the intention of undertaking maintenance or repair themselves (09.1.2)"
